Bins0,Bins1,Bins2,Bins3,Bins4,Bins5,Bins6,Bins7
5846,25,0,0,0,52,0,13707
6603,24,0,0,0,87,0,14302
3939,0,2,0,0,0,4,10687
4203,0,0,0,78,119,0,13253
5378,6,0,0,0,231,0,14795
4106,16,0,0,0,15,0,11239
4877,26,0,0,0,59,0,11713
4490,5,0,0,9,94,0,13436
4678,0,0,0,24,102,0,12876
3488,45,0,0,58,186,0,12208
5655,0,0,0,16,140,1,12222
5718,0,0,0,0,148,0,12204
8031,0,0,0,4,207,0,10935
8064,5,1,0,40,220,6,16730
5323,5,0,0,4,380,0,16156
6664,0,1,0,41,191,0,15343
6133,8,0,0,5,257,0,15276
5093,1,0,0,60,106,0,16203
4302,2,0,0,3,303,0,11519
6264,0,0,0,0,176,0,12020
7332,5,0,0,3,292,9,17950
5282,17,0,0,0,71,0,13915
5418,14,0,0,32,258,0,14433
11265,0,0,0,0,165,0,16828
12194,0,0,0,3,31,0,15772
10392,0,0,0,0,259,0,17586
6630,4,0,0,16,102,0,15578
5964,0,0,0,0,22,0,14604
8580,0,0,0,6,118,0,14172
7045,15,0,0,4,104,0,16992
8316,0,0,0,0,131,0,11639
5770,0,0,0,59,74,0,15041
8004,0,0,0,0,181,0,16320
8058,0,0,0,0,18,0,16492
3957,4,0,0,45,94,0,12356
6481,5,0,0,0,17,0,14849
6371,14,0,0,4,57,2,14088
7459,6,0,0,0,136,0,16397
5122,33,0,0,0,158,0,15223
6613,15,1,0,7,112,3,17427
9558,0,0,0,0,198,6,19597
3462,39,0,0,2,88,4,11745
6228,0,0,0,1,1,2,9135
5292,0,0,0,0,232,0,8319
6203,2,0,0,4,638,0,13308
4449,0,0,0,0,205,0,8208
4591,2,0,0,51,88,1,12131
11334,0,0,0,0,166,0,13149
9333,0,0,0,0,102,0,12025
5215,16,0,0,29,201,0,14559
5490,0,0,0,1,297,0,10260
1566,0,0,0,0,193,0,2913
4476,0,0,0,16,206,0,11812
4446,0,0,0,0,68,0,11390
3798,0,0,0,17,177,0,11738
3348,0,0,0,3,3,1,9180
2287,3,0,0,75,90,1,8699
3726,0,0,0,0,148,0,9006
7920,0,0,0,0,103,0,11262
3954,0,0,0,56,107,2,13426
3411,12,0,0,0,225,0,9232
3525,1,0,0,88,210,0,12224
3149,0,0,0,46,90,2,9485
2916,0,0,0,26,152,1,7805
5898,1,0,0,30,151,0,19484
6384,0,0,0,0,223,0,16668
2937,0,0,0,0,123,0,8812
2655,0,0,0,0,178,0,6285
2714,1,0,0,17,518,0,7950
2821,3,0,0,59,67,0,8850
3182,0,0,0,16,133,0,7896
5535,1,0,0,0,51,0,16653
4061,4,0,0,191,525,0,10205
2000,0,0,0,31,49,0,8166
6879,0,0,0,2,211,0,14776
3447,0,0,0,135,101,4,9829
5085,0,0,0,0,0,0,11590
3351,0,0,0,0,230,0,8927
6168,25,0,0,0,433,0,16175
6945,0,0,0,0,228,0,20347
7944,0,0,0,0,168,0,14653
4940,9,0,0,0,313,0,13624
6351,18,0,0,0,34,0,15945
5925,0,0,0,15,788,0,14624
5412,0,0,0,0,336,0,13429
4878,0,0,0,0,138,0,11113
7542,0,0,0,0,59,0,12971
5610,0,0,0,0,0,0,9766
4653,0,0,0,0,508,0,12519
4482,16,0,0,1,94,0,15145
5319,0,0,0,0,204,0,10225
2409,0,0,0,0,0,0,5791
3024,0,0,0,0,285,0,9880
4307,4,0,0,0,184,0,10002
4643,2,0,0,35,492,9,13279
3994,8,0,0,6,78,0,12244
4120,4,0,0,0,411,0,9743
4224,0,0,0,0,156,0,12130
6335,2,0,1,13,80,0,17141
3802,3,0,0,1,257,0,8799
4068,0,0,0,0,0,10,12414
6850,0,0,0,5,227,0,9047
5134,7,0,0,0,53,0,13710
7812,0,0,0,40,166,0,22862
4271,3,1,0,11,138,2,11703
7365,0,0,0,0,161,0,16190
6489,0,0,0,0,243,0,15988
4107,0,0,0,0,84,0,8353
4420,2,0,0,0,33,0,14179
5446,3,0,0,0,331,0,15680
4505,0,0,0,0,0,2,10869
5574,2,0,0,0,166,0,14341
3861,15,0,0,0,16,1,11801
3372,0,0,0,0,239,0,8579
6564,0,0,0,0,100,0,11568
4482,5,0,0,40,219,0,14992
13134,1,0,0,0,243,0,21555
3525,0,0,0,0,227,0,12758
5043,0,0,0,0,101,0,15428
3582,0,0,0,0,229,0,11556
3606,17,0,0,0,296,0,9651
4429,10,0,0,5,74,8,16463
6150,5,0,0,1,318,2,17648
6186,0,0,0,0,345,0,13207
6486,0,0,0,3,204,0,15784
4203,0,0,0,19,334,0,12554
4559,0,0,0,10,310,0,10869
9774,0,0,0,0,100,0,17457
4722,54,0,0,1,106,0,14429
4281,0,0,0,0,513,0,10954
4540,0,0,0,8,23,2,11598
4599,0,0,0,0,318,0,9181
7749,0,0,0,1,381,0,14109
3381,0,0,0,9,473,0,6101
4729,52,0,0,0,128,0,13941
4428,5,0,0,28,140,0,12671
4611,2,0,0,20,180,0,12867
7029,0,0,0,0,202,0,15117
4379,52,0,0,0,104,2,14349
5888,9,0,0,70,567,0,14926
7927,0,0,0,4,249,0,11975
7194,0,0,0,0,534,0,11269
3504,0,0,0,10,456,0,11724
3900,70,0,0,0,174,0,11088
5712,0,0,0,0,520,0,9462
4115,1,0,0,8,534,1,11434
2723,27,0,0,0,55,0,8422
3902,1,0,0,14,97,0,10210
4105,18,0,0,62,230,0,14072
5709,0,0,0,2,302,1,14558
3428,20,0,0,0,176,0,8920
3934,1,0,0,0,130,0,8815
2979,0,0,0,50,187,0,8338
3280,0,0,0,68,44,0,11612
5537,0,1,0,8,261,0,13079
4097,0,0,0,67,51,0,11125
3042,36,0,0,0,198,0,9604
4299,0,0,0,0,268,0,11181
3686,0,0,0,39,78,0,8225
4648,0,0,0,31,61,5,12011
4371,33,0,0,1,279,0,13803
3576,0,0,0,42,119,0,9263
4926,1,0,0,7,28,0,10378
3434,7,0,0,6,108,3,14050
4296,0,0,0,1,147,0,11034
3871,8,0,0,0,14,0,9950
3263,3,0,0,163,131,0,12488
6020,0,0,0,5,189,0,12282
5395,10,0,0,0,138,0,13634
6262,14,0,0,5,240,0,14015
13158,0,0,0,0,109,0,10806
6441,3,0,0,0,176,0,11288
5745,0,0,0,0,208,0,12534
9318,0,0,0,2,87,0,12035
6447,0,0,0,0,339,0,15454
6225,0,0,0,0,235,1,13622
5463,0,0,0,0,49,1,8402
3133,44,0,0,0,106,0,9942
3870,48,0,0,0,65,0,10658
10074,0,0,0,0,133,0,9948
5946,0,0,0,0,0,4,11958
18777,0,0,0,0,162,0,24244
6430,42,0,0,0,38,0,16726
11589,0,0,0,0,104,0,20507
5787,34,0,0,0,464,0,16435
15378,0,0,0,0,110,0,20678
10686,0,0,0,0,142,0,17292
23883,0,0,0,0,49,0,28068
11202,0,0,0,0,134,0,19280
25023,0,0,0,0,116,0,32201
16518,0,0,0,1,184,0,29681
19020,5,0,0,1,104,0,27620
21735,0,0,0,0,0,0,16537
4974,3,0,0,25,129,0,10962
5578,0,0,0,19,112,0,14419
22143,0,0,0,0,318,0,26491
10168,0,0,0,43,184,0,25765
14490,0,0,0,0,212,0,16757
9519,0,0,0,0,82,0,8307
18933,0,0,0,0,131,0,24902
14952,0,0,0,0,157,0,18171
18921,0,0,0,0,142,0,28623
17907,0,0,0,0,141,0,15856
66579,0,0,0,0,46,0,28470
5033,1,0,0,0,4,0,6189
3900,0,0,0,0,0,0,8290
8870,0,0,0,0,167,11,17830
6519,19,0,0,0,121,0,12626
3471,2,0,0,0,167,0,9504
4719,0,0,0,0,263,0,11510
8865,0,0,0,0,197,0,13016
5282,24,0,0,0,139,0,14851
4188,2,0,0,0,162,0,8183
8385,0,0,0,0,202,0,9321
8322,0,0,0,0,154,0,10011
3953,47,0,0,0,100,0,11648
7486,1,0,0,44,93,0,14706
5936,126,0,0,0,143,0,13107
4024,0,0,0,56,59,0,13769
3378,0,0,0,0,60,0,8752
6393,14,0,0,0,54,0,12860
5124,7,0,0,52,187,0,13915
4544,0,0,0,5,80,0,10666
5487,0,0,0,21,34,0,12945
6288,3,0,0,4,86,0,16420
7024,1,0,0,15,98,0,14214
6850,0,0,0,4,227,0,15087
4620,0,0,0,0,0,16,15954
4505,9,0,0,42,122,0,14952
5529,14,0,0,10,281,0,14321
4065,35,0,0,0,50,0,11082
4269,40,0,0,0,57,0,12534
9855,0,0,0,0,112,0,12660
5943,0,0,0,25,98,0,11224
5715,1,0,0,0,118,5,11814
4927,16,0,0,4,106,0,11811
4461,0,0,0,0,2,0,9707
4655,1,0,0,28,173,0,13630
6453,1,0,0,1,401,0,16398
4117,2,0,0,40,278,0,7591
3394,61,0,0,0,113,0,9984
3631,19,0,0,16,138,0,11572
6904,0,0,0,12,109,0,12695
4413,2,0,0,33,110,0,12732
5763,7,0,0,36,204,0,12894
5061,3,0,0,24,164,0,12428
4150,10,0,0,24,130,0,17146
4245,3,0,0,0,128,0,10610
5091,0,0,0,49,109,0,14435
3630,2,0,0,0,189,0,9080
6370,1,0,0,9,220,0,16654
4836,1,0,0,3,161,0,12607
4936,28,0,0,0,84,0,13838
9417,7,0,0,12,3034,3,8807
4495,15,0,0,69,226,4,16216
5588,11,0,0,0,180,0,13779
4488,9,0,0,9,363,1,14688
11010,0,0,0,0,47,0,14915
6603,1,0,0,9,167,0,15514
4797,2,0,0,0,8,0,11703
3682,26,0,0,1,129,0,11112
6195,1,0,0,12,422,3,13306
4222,41,0,0,0,200,1,15946
7254,11,0,0,8,137,0,19540
6774,5,0,0,4,389,0,19238
8422,1,0,0,3,88,8,18890
5754,0,0,0,0,0,0,8524
5698,55,0,0,2,514,2,14718
7719,0,0,0,0,30,0,13657
6175,36,0,0,0,104,0,13423
10147,1,0,0,2,179,4,18231
5028,1,0,0,4,154,0,14098
5230,36,0,0,0,96,0,12327
5895,12,0,0,11,306,0,13940
4120,9,0,0,11,159,0,11449
4470,19,0,0,0,74,0,9997
8682,0,0,0,0,22,0,5712
3967,12,0,0,0,176,0,11575
6006,0,0,0,0,94,0,13584
4227,0,0,0,0,399,0,10108
6685,6,0,0,0,198,0,11997
8947,1,0,0,23,87,3,17979
6239,6,0,0,6,110,0,13377
6283,3,0,0,16,320,1,14321
7270,4,0,0,4,126,0,15361
9033,0,0,0,0,0,1,8331
7242,0,0,0,0,191,0,14897
9714,0,0,0,0,106,0,16968
5976,0,0,0,0,235,0,14805
5349,5,0,0,20,437,0,13039
3647,3,0,0,3,291,2,12147
5808,6,0,0,0,196,0,12714
5091,22,0,0,4,129,0,14594
5397,0,0,0,0,210,0,15853
6608,3,0,0,46,194,0,14609
10078,39,0,0,1,239,0,23418
4845,10,0,0,0,170,0,10315
4876,9,0,0,14,99,0,17794
5470,0,0,0,43,209,0,15294
15081,0,0,0,0,0,0,15019
6386,34,0,0,0,103,0,14049
4515,1,0,0,22,156,0,12914
3907,0,0,0,33,219,0,9765
10172,4,0,0,16,75,0,23181
5564,28,0,0,4,102,0,12762
4583,54,0,0,0,49,0,13384
6256,8,0,0,64,293,0,15619
6738,3,0,0,0,387,0,16870
4527,28,0,0,0,210,0,15174
4781,21,0,0,0,162,0,12272
3633,4,0,0,0,68,0,10573
4170,0,0,0,0,215,0,10349
6352,22,0,0,18,178,0,23512
5562,7,0,0,0,234,0,13437
5737,50,0,0,0,82,0,15591
6841,1,0,0,15,143,0,18120
6933,0,0,0,0,159,0,11704
5186,1,0,0,22,168,0,14787
3930,0,0,0,0,196,0,7029
6621,0,0,0,0,180,0,14143
5859,0,0,0,0,16,0,13029
3237,0,0,0,0,307,0,8256
6775,18,0,0,0,200,0,17575
5981,11,0,0,0,189,0,12411
6860,0,0,0,0,99,6,12665
5091,0,0,0,0,165,0,12034
3777,0,0,0,1,73,6,14123
5349,95,0,0,2,40,5,12117
6345,0,0,0,33,139,0,16275
4932,2,0,0,19,41,2,12684
7014,3,0,0,0,32,0,14819
5294,30,0,0,1,15,0,16528
4767,0,0,0,5,22,3,13690
5700,42,0,0,0,141,0,16411
4955,0,0,0,1,167,0,12485
5146,0,0,0,29,70,0,11865
5865,0,0,0,0,171,0,13648
7027,1,0,0,0,8,0,12249
7046,7,0,0,1,187,0,16691
6667,19,0,0,72,202,0,15517
4872,0,0,0,0,202,0,15054
4110,10,0,0,2,103,0,12675
7930,3,0,0,0,141,0,16056
6309,0,0,0,0,180,0,15805
8763,0,0,0,0,10,0,18639
5922,0,0,0,0,315,0,18865
6615,0,0,0,2,100,0,16048
10406,0,0,0,3,63,0,20987
3936,0,0,0,0,0,0,11632
4890,0,0,0,0,0,0,12718
8586,0,0,0,0,199,0,13545
4704,0,0,0,0,147,0,13219
4015,12,0,0,1,49,0,12823
3997,13,0,0,10,171,0,11149
5350,0,0,0,9,1237,0,12308
7177,11,0,0,23,174,0,19184
5999,184,0,0,0,86,0,12191
5139,0,0,0,61,194,0,16012
6125,3,0,0,2,238,0,14114
4765,7,0,0,5,139,0,9008
3157,0,0,0,4,291,4,7444
5001,0,0,0,0,128,0,11111
6012,0,0,0,27,119,0,13019
7219,0,0,0,30,224,0,14605
4461,0,0,0,0,255,0,8836
4770,0,0,0,0,332,0,14132
4542,10,0,0,0,100,0,11588
5142,0,0,0,0,406,0,12060
4180,0,0,0,47,200,0,12029
4198,26,0,0,54,41,1,14032
4642,20,0,0,0,117,0,13309
4805,9,0,0,0,33,0,13187
2950,54,0,0,5,119,9,10433
7620,5,0,0,0,87,0,10748
6443,10,0,0,3,167,0,14321
5910,2,0,0,0,165,0,14513
3637,7,0,0,4,186,4,11112
4878,0,0,0,0,379,0,13269
4326,11,0,0,1,157,0,12795
5084,51,0,0,0,88,0,13264
4396,4,0,0,35,66,0,12789
4751,47,0,0,0,49,0,13241
4420,8,0,0,8,89,0,10842
5485,41,0,0,0,141,0,14053
6383,3,0,0,31,192,0,15739
3744,53,0,0,0,65,0,10062
3629,9,0,0,7,142,1,10817
5094,10,0,0,0,119,0,12430
5717,9,0,0,4,112,0,15600
3378,0,0,0,0,1386,12,5224
4994,13,0,0,1,116,0,13780
4272,40,0,0,0,106,0,10223
3476,4,0,0,20,85,0,10675
2706,7,0,0,0,186,0,7383
4356,17,0,0,0,127,0,12682
6679,4,0,0,16,115,0,18288
4788,10,0,0,0,110,0,10840
2741,98,0,0,0,317,0,8290
4071,14,0,0,3,82,0,11206
5149,122,0,0,0,141,0,13492
3822,0,0,0,0,67,0,13719
4883,6,0,0,10,689,0,14495
4284,0,0,0,63,177,0,14788
11411,10,0,0,2,178,1,21813
7090,21,0,0,23,863,0,18065
5759,3,0,0,41,228,0,15375
11637,0,0,0,0,200,0,17885
5304,1,0,0,0,539,0,13441
7572,2,0,0,0,376,0,15958
5679,7,0,0,47,171,0,17776
5973,48,0,0,0,206,0,16973
4238,3,0,0,10,238,1,15230
4960,12,0,0,23,257,0,16154
5202,13,0,0,10,122,0,15189
4821,0,0,0,0,90,0,17890
4994,5,0,0,41,313,0,13143
4086,2,0,0,3,201,0,12944
5461,4,0,0,80,186,0,17034
4468,3,0,0,20,89,0,12710
2945,38,0,0,3,185,0,9019
7935,1,0,0,3,85,0,13880
4005,22,0,0,2,155,0,11156
5086,2,0,0,2,194,2,11614
4413,0,0,0,0,0,0,11635
4380,1,0,0,67,154,0,12289
4734,3,0,0,0,5,8,13320
5316,8,0,0,21,741,0,12800
4719,7,0,0,4,54,0,11972
7199,10,0,0,2,138,13,13663
3970,12,0,0,0,181,0,14741
6270,4,0,0,2,115,0,11865
5346,54,0,0,0,163,0,11619
3803,46,0,0,69,334,0,9672
3899,2,0,0,40,123,0,10214
4416,0,0,0,30,145,0,10143
5082,0,0,0,0,0,1,10665
5742,1,0,0,11,557,0,12593
4122,0,0,0,85,144,0,10653
6078,2,0,0,14,160,0,12743
5793,15,0,0,6,120,0,16360
4202,10,0,0,33,201,0,11284
4131,0,0,0,0,207,0,10267
5603,3,0,0,37,160,0,14769
3495,6,0,0,9,372,0,9184
5036,29,0,0,0,225,0,9954
3797,15,0,0,23,209,0,10234
2362,21,0,0,2,160,3,8952
4602,6,0,0,0,37,0,13626
3589,20,0,0,54,174,1,10767
4664,2,0,0,24,127,0,12083
4951,2,0,0,48,116,0,17675
3782,1,0,0,65,137,0,11709
4307,15,0,0,0,76,0,12112
5082,18,0,0,1,97,0,12836
4157,4,0,0,11,41,0,9357
3960,5,0,0,31,98,0,13994
5180,10,0,0,38,154,0,12652
4966,6,0,0,32,124,0,15897
4386,0,0,0,0,0,0,9892
5122,1,0,0,63,64,3,14059
3419,0,0,0,12,79,0,12610
3715,18,0,0,0,77,0,7690
3868,4,0,0,40,68,0,12530
4341,4,0,0,31,567,0,11516
4920,0,2,0,0,0,3,12347
6069,7,0,0,4,70,0,14386
5361,21,0,0,30,734,0,13094
3913,9,0,0,22,132,0,12017
2884,2,0,0,88,140,0,9094
3947,28,0,0,3,231,0,12283
4084,9,0,0,5,83,0,11549
5225,19,0,0,20,52,0,16126
7662,0,0,0,0,128,0,8666
7719,0,0,0,8,135,0,16778
5958,0,0,0,0,164,0,12338
1936,1,0,0,46,147,27,7216
13821,0,0,0,1,122,0,18907
7198,0,0,0,6,84,1,11435
4208,0,0,0,60,79,0,14140
5971,2,0,0,78,412,0,15885
6136,4,0,0,5,119,0,12196
5337,9,0,0,23,133,0,12958
4092,1,0,0,28,148,11,11624
2564,17,0,0,58,1133,1,7601
5812,50,0,0,0,160,0,15420
4017,20,0,0,61,221,0,11048
3983,3,1,0,13,19,0,11276
7876,5,0,0,6,118,0,18564
3858,23,0,0,53,428,7,10236
4513,0,0,0,29,61,0,11799
8541,0,0,0,0,130,0,13407
5598,0,0,0,0,0,0,11638
5640,22,0,0,6,179,0,13039
5424,5,0,0,14,107,0,15910
8109,0,0,0,0,242,0,8159
9347,3,0,0,9,216,3,16502
5235,0,0,0,0,452,0,12800
6330,0,0,0,0,200,0,12560
3501,7,0,0,13,125,0,11358
4704,0,0,0,0,1032,0,12679
7680,0,0,0,0,201,0,18019
7506,0,0,0,0,180,0,13504
6948,0,0,0,0,131,0,16121
7018,4,0,0,1,94,0,12966
3905,9,0,0,9,298,0,10675
2254,6,0,0,2,127,0,7020
8283,0,0,0,0,116,0,12482
4598,1,0,0,13,105,0,12648
6717,0,0,0,0,212,0,14027
5694,14,0,0,0,136,0,12508
4335,0,0,0,0,138,0,10423
6202,30,0,0,0,33,0,15141
6609,0,0,0,0,307,0,13239
3484,20,0,0,8,53,0,12528
3912,3,1,0,7,299,1,6077
4897,32,0,0,0,109,0,14520
3530,33,0,0,0,68,0,11373
5517,0,0,0,0,0,0,14113
4315,29,0,0,0,51,0,11335
4514,16,0,0,25,237,3,10953
8873,10,0,0,0,54,0,14317
4502,1,0,0,11,126,0,15080
2384,9,0,0,2,118,4,10363
4280,24,0,0,0,114,0,10949
4338,0,0,0,0,159,0,13192
5673,0,0,0,0,0,0,12016
5758,7,0,0,1,33,2,9947
6297,0,0,0,0,112,0,10047
5202,2,0,0,35,127,0,16094
4259,11,0,0,0,28,0,10436
4770,0,0,0,2,170,0,10806
3710,5,0,0,1,123,0,10421
3525,10,0,0,3,132,0,12423
4399,3,0,0,0,188,0,10396
1559,11,0,0,0,179,1,6495
1995,21,0,0,0,41,6,8237
3664,21,0,0,0,56,0,10519
12705,0,0,0,0,54,0,14191
2313,0,0,0,0,224,1,8071
7535,13,0,0,18,276,2,15836
3236,21,0,0,0,59,1,9218
8289,0,0,0,0,174,0,12121
5925,0,0,0,0,330,0,13009
5679,7,0,0,4,470,0,13779
3231,0,0,0,1,115,0,8843
4629,0,0,0,0,0,0,11491
5379,0,0,0,0,247,0,12462
4157,9,0,0,1,22,0,9699
3888,0,0,0,6,141,0,13147
6393,0,0,0,0,120,0,10243
5166,7,0,0,8,91,0,16188
4500,0,0,0,0,561,0,10579
4458,11,0,0,0,100,0,11833
1949,3,0,0,28,171,2,7766
2925,1,0,0,0,380,0,8431
2274,5,0,0,81,265,1,7947
2641,0,0,0,31,153,0,8549
5475,0,0,0,0,195,0,10789
2012,57,0,0,0,327,0,6296
1914,0,0,0,0,211,0,4737
5046,12,0,0,0,41,0,11033
9952,0,0,0,1,149,0,18462
5388,0,0,0,0,137,0,9371
5469,0,0,0,0,180,0,10099
2811,13,0,0,0,80,0,6778
5649,0,0,0,0,194,0,9635
5793,0,0,0,0,151,0,11745
5391,0,0,0,0,119,0,12179
3538,18,0,0,0,130,0,10940
4473,18,0,0,0,100,0,11502
4313,10,0,0,0,19,0,9546
3559,23,0,0,1,100,0,9197
5669,4,0,0,17,85,0,13129
4688,2,0,0,20,148,0,11652
4386,17,0,0,0,157,0,10072
4913,2,0,0,0,308,0,10507
5625,0,0,0,1,121,0,11525
5112,0,0,0,0,74,0,10181
4359,0,0,0,0,94,0,8427
4426,3,0,0,0,282,0,9849
4416,2,0,0,0,179,0,10407
4869,0,0,0,0,44,0,9002
4476,0,0,0,0,116,0,10358
5127,11,0,0,0,97,0,12055
4791,17,0,0,0,290,0,10650
5313,2,0,0,2,72,0,14331
5112,1,0,0,0,100,0,12857
4398,1,0,0,16,125,0,13530
4170,42,0,0,0,64,0,13014
4437,2,0,0,22,190,0,12105
3720,0,0,0,29,76,0,11551
4302,1,0,0,3,113,0,11629
4959,0,0,0,17,111,0,15395
4858,18,0,0,6,98,0,12256
5976,0,0,0,0,50,0,16214
7088,6,0,0,1,79,0,14232
6360,0,0,0,0,93,0,12832
5606,9,0,0,14,145,0,13586
3377,0,0,0,89,89,0,11449
3951,1,0,0,4,14,0,12930
5451,0,0,0,6,9,0,16882
6873,0,0,0,1,46,0,13490
3159,0,0,0,2,214,0,11185
4430,0,0,0,28,32,0,13997
3492,0,0,0,0,197,0,12041
4707,0,0,0,0,201,0,11848
7262,14,0,0,0,13,3,17408
5077,0,0,0,41,95,0,15803
6078,0,0,0,3,74,0,12479
3751,0,0,0,67,45,0,12230
5388,0,0,0,0,31,0,12981
3342,0,0,0,139,188,0,11335
3795,0,0,0,0,250,0,12465
3383,1,0,2,35,127,0,11276
4425,0,0,0,19,321,0,12417
4761,0,0,0,144,364,0,9363
5565,0,0,0,0,127,0,9540
7576,0,0,0,31,387,0,16517
3685,3,0,0,23,130,0,10893
5574,0,0,0,12,148,0,13578
5442,0,0,0,0,0,0,14686
3888,0,0,0,0,227,0,10382
5499,0,0,0,0,268,0,13410
2662,0,0,0,131,113,0,9302
4848,0,0,0,0,69,0,10777
3366,0,0,0,0,0,0,7444
5430,0,0,0,0,160,0,14946
5130,0,0,0,6,208,0,14340
6201,8,0,0,11,150,10,15515
3037,0,0,0,170,70,0,11328
4029,0,0,0,17,131,0,10455
5823,0,23,56,0,254,0,13564
3761,0,0,0,115,49,0,12204
2763,0,0,0,121,143,0,9517
3177,0,0,0,33,168,0,9838
3786,0,0,0,220,61,0,10574
3555,0,0,0,0,147,0,10858
4923,0,0,0,160,62,0,16261
6804,0,0,0,0,0,0,12826
9063,0,0,0,0,162,0,18451
3398,0,0,0,33,91,0,13378
3783,0,0,0,122,70,0,12517
5589,0,0,0,0,105,0,12016
4464,0,0,0,0,100,0,11529
4740,0,0,0,9,138,0,14833
5523,0,0,0,87,177,0,15202
3439,2,0,0,4,160,0,12515
3274,0,0,0,1,122,0,11979
2940,3,0,2,10,99,0,11206
3093,0,0,0,0,113,0,9002
7406,30,0,0,0,52,0,17968
2682,0,0,0,0,0,0,8236
3396,0,0,0,47,41,0,9978
2964,0,0,0,48,66,0,9385
3750,0,0,0,33,35,0,8726
4050,0,0,0,0,141,0,10813
5856,0,0,0,0,0,0,12940
4307,0,0,0,0,145,0,13012
4011,0,0,0,0,126,0,12355
5523,0,0,0,0,75,0,14140
2970,0,0,0,0,0,0,9565
12486,0,0,0,0,110,0,18944
4785,0,0,0,6,323,0,13373
5268,0,0,0,0,136,0,11868
4128,0,0,0,0,115,0,12267
7179,0,0,0,0,0,0,10093
3264,0,0,0,0,209,0,12221
3610,0,0,0,65,73,0,10140
5502,0,0,0,6,109,0,14538
2940,0,0,0,11,54,0,11165
4532,0,0,0,55,60,0,15073
7533,0,0,0,0,82,0,14280
14220,0,0,0,0,77,0,17867
6909,0,0,0,0,117,0,11824
3982,0,0,0,17,115,0,12342
2234,0,0,0,90,73,0,9139
5694,0,0,0,0,142,0,12624
3390,0,0,0,0,0,0,10888
6072,0,0,0,0,147,0,15223
4531,0,0,0,31,107,0,14643
4093,1,0,0,11,173,0,14137
3582,0,0,0,2,142,0,12004
4214,0,0,0,39,335,0,12702
5166,5,0,0,0,151,0,12748
4722,0,0,0,0,214,0,12300
6996,0,0,0,0,140,0,13808
5361,0,0,0,79,130,0,12926
5067,0,0,0,59,215,0,15231
5118,0,0,0,8,233,0,10734
3097,0,0,0,11,49,0,9378
3672,0,0,0,29,232,0,10345
3993,3,0,3,0,5,0,9566
2546,0,0,0,44,266,0,8371
3048,0,0,0,16,42,0,9774
15903,0,0,0,0,29,0,14549
5240,26,0,0,0,83,0,14806
3546,0,0,0,0,71,0,10643
5194,2,0,0,12,117,0,14359
5082,0,0,0,6,192,0,15310
6618,0,0,0,18,94,0,18972
6216,0,0,0,0,197,0,17267
9084,0,0,0,0,38,0,15890
6489,0,0,0,0,41,0,15818
5295,0,0,0,21,104,0,16475
4673,0,0,0,68,54,0,15360
6222,0,0,0,21,113,0,16409
5736,45,0,0,0,54,0,15625
5332,0,0,0,9,142,0,15923
4512,0,0,0,0,219,0,14119
4320,1,0,0,1,28,0,11380
3960,0,0,0,10,79,0,13604
6048,8,0,0,1,41,0,16142
4629,0,0,0,0,160,0,16617
7192,0,0,0,30,131,0,23689
4967,0,0,0,9,89,0,13350
4791,0,0,0,46,84,0,15651
4371,0,0,0,62,93,0,14786
6751,14,0,0,0,139,0,15426
4962,0,0,0,47,69,0,15077
5262,0,0,0,2,135,0,14897
4026,0,0,0,0,80,0,9809
8550,0,0,0,3,181,0,17754
4392,0,0,0,15,120,0,12364
10464,0,0,0,0,71,0,14405
6207,0,0,0,15,283,0,15318
7431,0,0,0,3,359,0,18632
8415,0,0,0,38,45,0,17021
4587,0,0,0,88,200,0,12814
5578,1,0,0,3,187,0,14386
5301,0,0,0,0,144,0,14767
3631,0,0,0,91,53,0,13185
4278,0,0,0,126,636,0,11008
4509,0,0,0,0,119,0,10322
3978,0,0,0,12,168,0,14938
4083,0,0,0,0,246,0,7825
5314,0,0,1,225,237,0,10316
6864,0,0,0,0,315,0,17941
7197,0,0,0,0,208,0,19149
4977,0,0,0,0,130,0,12573
5376,0,0,0,0,120,0,11740
4950,0,0,0,0,109,0,12231
3804,0,0,0,53,256,0,12397
3261,0,0,0,9,81,0,7249
6552,0,0,0,3,310,0,16335
2772,0,0,0,346,1054,0,8972
2937,0,0,0,30,135,0,9106
3411,0,0,0,18,174,0,9967
3083,0,0,0,75,252,0,9452
9450,0,0,0,0,0,0,8620
9282,0,0,0,0,102,0,12784
6109,6,0,0,5,91,0,15657
5172,0,0,0,0,219,0,13894
3003,0,0,0,1,166,0,7985
2622,0,0,0,8,48,0,8240
4605,0,0,0,62,177,0,13616
6028,0,0,0,8,16,0,13269
4619,5,0,0,1,30,0,14666
2952,0,0,0,84,249,0,9904
4872,0,0,0,124,245,0,13174
5780,0,0,0,54,72,0,14678
4278,0,0,0,20,65,0,11685
4195,3,0,0,25,78,0,10703
2109,0,0,0,18,242,0,6185
4589,0,0,0,3,121,0,12523
5016,0,0,0,0,177,0,17047
5898,0,0,0,4,93,0,15411
6825,0,0,0,0,71,0,13640
4734,0,0,0,6,82,0,10545
7950,0,0,0,0,83,0,14951
9372,0,0,0,0,78,0,13624
6042,0,0,0,0,74,0,12371
5458,0,0,0,15,61,0,13352
4209,0,0,0,0,0,0,10777
5511,0,0,0,4,112,0,13223
4943,0,0,0,35,45,0,11433
