Bins0,Bins1,Bins2,Bins3,Bins4,Bins5,Bins6,Bins7,Class
2763,0,0,0,121,143,0,9517,1
3288,0,0,0,0,236,0,8030,1
3204,0,0,0,1,135,0,8850,1
5909,3,0,0,21,74,0,13170,1
22539,176,0,0,9,385,0,19579,1
3195,0,0,0,0,0,0,7615,1
2889,0,0,0,2,155,0,10524,1
4653,0,0,0,0,146,0,12101,1
3078,0,0,0,41,125,0,11034,1
3452,0,0,0,40,178,0,12078,1
4626,0,0,0,0,218,0,11912,1
7296,0,0,0,4,182,0,12928,1
3756,0,0,2,200,204,0,10443,1
4749,0,0,0,0,135,0,12406,1
3919,0,0,0,120,155,0,12670,1
5577,1,0,0,22,86,2,15775,1
2646,0,0,0,120,127,0,8952,1
5616,0,0,0,0,222,0,10564,1
4239,0,0,0,56,124,0,12073,1
3648,0,0,1,17,206,0,10769,1
3771,0,0,0,12,122,0,11099,1
3399,0,0,0,41,126,0,12182,1
2889,0,0,0,0,0,0,9619,1
3177,0,0,0,33,168,0,9838,1
6189,0,0,0,0,181,0,10122,1
3915,0,0,0,25,150,0,10806,1
5349,4,0,0,0,67,0,16340,1
2979,0,0,0,118,146,0,9901,1
3438,0,0,0,5,239,0,10923,1
3786,0,0,0,220,61,0,10574,1
2376,0,0,0,18,121,0,8349,1
2652,0,0,0,206,241,0,8128,1
3352,1,0,3,0,94,0,7414,1
3189,0,0,0,2,134,0,11280,1
4453,3,0,1,15,119,0,11919,1
5877,0,0,0,0,175,0,11238,1
3726,0,0,0,6,195,0,12166,1
11202,0,0,0,0,124,0,14700,1
3891,0,0,0,67,165,0,10518,1
7529,1,0,0,0,0,0,14542,1
2886,0,0,0,53,230,0,8385,1
3408,0,0,0,91,106,0,9584,1
5070,0,0,0,0,236,0,11594,1
4244,1,0,0,0,77,0,10175,1
3555,0,0,0,0,147,0,10858,1
4323,1,0,1,0,98,0,10563,1
6777,0,0,0,0,0,0,10087,1
5283,0,0,0,100,142,0,13760,1
10068,0,0,0,0,26,0,19952,1
5559,0,0,0,9,165,0,13579,1
4944,0,0,0,0,0,0,10006,1
4923,0,0,0,160,62,0,16261,1
5151,0,0,0,0,141,0,12742,1
3279,0,0,0,145,58,0,11504,1
4698,0,0,0,151,115,0,12716,1
4617,0,0,0,86,131,0,12846,1
6291,0,0,0,0,173,0,14018,1
4098,0,0,0,0,0,0,10507,1
6246,0,0,0,44,157,0,14542,1
5392,6,0,0,0,166,0,15461,1
7179,0,0,0,0,240,0,14476,1
5460,0,0,0,14,165,0,14381,1
3241,0,0,0,161,257,0,12089,1
3243,0,0,0,42,175,0,8385,1
4287,0,0,0,7,217,0,12779,1
3855,0,0,0,0,96,0,8257,1
2916,0,0,0,65,119,0,8700,1
5124,0,0,0,33,150,0,11965,1
4707,0,0,0,28,376,0,13304,1
4875,0,0,0,108,51,0,12619,1
6195,17,0,0,0,64,0,15082,1
3651,0,0,0,213,51,0,14155,1
5337,0,0,0,32,185,0,12942,1
5637,0,0,0,6,155,0,13514,1
3489,0,0,0,169,86,0,11950,1
3576,0,0,0,102,118,0,8523,1
4104,1,0,1,67,56,0,16787,1
6327,0,0,0,0,182,0,14027,1
4467,0,0,0,22,265,0,11702,1
3722,2,0,0,0,194,0,10642,1
4293,0,0,0,172,149,0,14182,1
7020,0,0,0,1,141,0,16908,1
3915,0,0,0,142,73,0,13415,1
6072,0,0,0,0,322,0,12840,1
6804,0,0,0,0,0,0,12826,1
4479,0,0,0,0,152,0,10265,1
4157,0,0,0,13,64,0,11571,1
4050,0,0,0,179,241,0,13564,1
3294,0,0,0,27,97,0,10752,1
4995,0,0,0,0,43,0,13314,1
3679,1,0,0,13,136,0,13062,1
4482,0,0,0,60,80,0,12278,1
6768,0,0,0,0,0,0,18688,1
4356,0,0,0,1,99,0,12000,1
3449,0,1,0,0,0,0,10102,1
4065,0,0,0,27,126,0,13435,1
3398,0,0,0,33,91,0,13378,1
4176,0,0,0,0,142,0,12546,1
2979,0,0,0,0,214,0,9633,1
3783,0,0,0,122,70,0,12517,1
4931,2,0,0,0,0,0,14379,1
4005,0,0,0,2,148,0,12355,1
3271,1,0,0,3,95,0,9510,1
4735,1,0,0,25,155,0,14369,1
3614,0,0,0,11,111,0,11832,1
5589,0,0,0,0,105,0,12016,1
4110,0,0,0,0,0,0,7690,1
3822,0,0,0,48,71,0,12950,1
4464,0,0,0,0,100,0,11529,1
3021,0,0,0,0,0,0,8860,1
3552,9,0,0,0,43,0,11736,1
3894,0,0,0,78,74,0,11186,1
4395,0,0,0,0,154,0,10092,1
6591,0,0,0,0,128,0,12167,1
14697,0,0,0,0,7,0,12528,1
10368,0,0,0,0,0,0,15088,1
4329,0,0,0,43,74,0,12046,1
4373,0,0,0,37,46,0,13896,1
4572,0,0,0,0,56,0,10523,1
4140,0,0,0,0,130,0,10335,1
3852,0,0,0,54,149,0,12701,1
5996,1,0,0,0,86,0,13157,1
4740,0,0,0,9,138,0,14833,1
3909,0,0,0,6,157,0,13218,1
4707,0,0,0,1,154,0,14858,1
4980,0,0,0,48,101,0,15026,1
6569,0,0,0,14,116,0,15271,1
3993,0,0,0,0,131,0,11108,1
5049,0,0,0,0,173,0,13664,1
3387,0,0,0,3,130,0,11856,1
3242,1,0,0,6,148,0,13359,1
5685,0,0,0,0,141,0,13858,1
3861,0,0,0,6,131,0,11378,1
4875,0,0,0,6,129,0,13060,1
3294,0,0,0,0,164,0,10457,1
5817,0,0,0,0,136,0,14130,1
3567,0,0,0,2,157,0,13954,1
7146,16,0,0,0,148,0,17756,1
3891,0,0,0,0,117,0,13900,1
4461,0,0,0,0,120,0,11467,1
2947,4,0,1,0,0,0,10237,1
5604,0,0,0,0,0,0,11287,1
4014,0,0,0,0,0,0,9538,1
5898,0,0,0,0,63,0,10858,1
5103,0,0,0,0,107,0,12479,1
4275,0,0,0,0,226,0,10059,1
2961,0,0,0,0,0,0,11299,1
5523,0,0,0,87,177,0,15202,1
7108,1,0,0,0,111,0,15074,1
2835,4,0,0,15,361,0,10337,1
3077,0,0,0,2,126,0,12924,1
5517,0,0,0,0,100,0,14103,1
4563,0,0,0,0,100,0,11385,1
5946,0,0,0,2,109,0,14479,1
4587,0,0,0,0,0,0,10780,1
4383,0,0,0,2,184,0,13501,1
3439,2,0,0,4,160,0,12515,1
3374,0,0,0,3,136,0,13351,1
7134,0,0,0,3,94,0,14664,1
6123,0,0,0,0,78,0,15259,1
7791,0,0,0,0,125,0,14741,1
4692,0,0,0,0,103,0,12024,1
6288,0,0,0,0,110,0,11147,1
8010,0,0,0,0,80,0,12899,1
4077,0,0,2,0,90,0,10091,1
3274,0,0,0,1,122,0,11979,1
3408,0,0,0,9,222,0,12871,1
5706,0,0,0,0,102,0,15073,1
5997,0,0,0,0,0,0,14023,1
3102,0,0,0,0,118,0,10242,1
6105,0,0,0,0,129,0,14302,1
4863,0,0,0,0,72,0,11521,1
2346,0,0,0,296,120,0,7484,1
3714,0,0,0,0,0,0,8440,1
4623,0,0,0,0,12,0,12613,1
2796,0,0,0,0,165,0,8575,1
6978,0,0,0,0,31,0,14895,1
3789,0,0,0,0,131,0,10358,1
3138,0,0,0,674,957,0,8420,1
2979,0,0,0,0,154,0,10083,1
3906,0,0,0,24,99,0,10576,1
5463,0,0,0,2,188,0,17112,1
4173,0,0,0,115,69,0,12153,1
4482,0,0,0,142,166,0,12482,1
4950,0,0,0,0,66,0,12664,1
4497,0,0,0,0,179,0,12215,1
4713,0,0,0,0,117,0,14056,1
3072,0,0,0,0,168,0,10675,1
3504,0,0,0,0,283,0,9765,1
7239,0,0,0,0,159,0,15367,1
4551,0,0,0,0,149,0,12572,1
5352,0,0,0,0,153,0,12175,1
3420,0,0,0,0,0,0,9796,1
5097,0,0,0,6,106,0,13641,1
7362,0,0,0,55,214,0,14192,1
5304,0,0,0,0,175,0,13407,1
6128,2,0,0,0,119,0,13435,1
3787,0,0,0,48,61,0,12923,1
3351,0,0,0,43,150,0,10344,1
4962,0,0,0,54,109,0,13335,1
3141,0,0,0,61,87,0,11352,1
4788,0,0,0,4,158,0,11452,1
2542,0,0,0,56,62,0,8876,1
5475,0,0,0,0,424,0,13005,1
4860,0,0,0,29,126,0,10352,1
4407,0,0,0,0,130,0,13443,1
4320,0,0,0,2,123,0,12011,1
3999,0,0,0,23,110,0,12360,1
3114,0,0,0,0,0,0,9394,1
5319,0,0,0,11,193,0,11713,1
3100,0,0,0,37,103,0,10330,1
3495,0,0,0,16,145,0,11720,1
9729,0,0,0,0,129,0,14782,1
2940,3,0,2,10,99,0,11206,1
4983,0,0,0,0,0,0,10765,1
2898,0,0,0,136,56,0,10126,1
3969,0,0,0,0,0,0,7969,1
3969,0,0,0,56,55,0,12040,1
5709,0,0,0,0,136,0,11046,1
3888,0,0,0,0,110,0,10226,1
2181,0,0,0,0,153,0,7966,1
3807,0,0,0,0,126,0,11434,1
2466,0,0,0,0,114,0,7102,1
3240,0,0,0,0,148,0,8166,1
5382,0,0,0,0,0,0,9352,1
5753,0,0,0,2,52,0,13751,1
4779,0,0,0,0,0,0,15304,1
4167,0,0,0,0,158,0,13328,1
3774,0,0,0,0,128,0,11048,1
2331,0,0,0,0,292,0,10458,1
3891,0,0,0,4,176,0,10561,1
2928,0,0,0,0,0,0,8308,1
4203,0,0,0,0,77,0,10724,1
2949,0,0,0,107,122,0,12552,1
3321,0,0,0,3,147,0,9391,1
3246,0,0,0,0,192,0,9424,1
3525,0,0,0,0,85,0,9579,1
4932,0,0,0,0,63,0,16828,1
3807,0,0,0,0,0,0,6385,1
2232,0,0,0,0,0,0,6460,1
4326,2,0,0,0,105,0,10172,1
3042,0,0,0,0,115,0,6843,1
4512,0,0,0,0,0,0,7225,1
2745,0,0,0,0,0,0,7537,1
3714,0,0,0,0,83,0,9773,1
2877,0,0,0,0,182,0,9095,1
6540,0,0,0,0,304,0,11577,1
4821,0,1,2,3,70,0,13137,1
7299,0,0,0,0,82,0,19107,1
4290,0,0,0,28,57,0,12525,1
3786,3,0,0,0,84,0,13399,1
3456,0,0,0,0,0,0,10324,1
3444,0,0,0,42,98,0,13280,1
5514,0,0,0,0,150,0,12796,1
5895,0,0,0,27,86,0,12878,1
3666,6,0,0,0,113,0,11201,1
3093,0,0,0,0,113,0,9002,1
2682,0,0,0,0,0,0,8236,1
3108,0,0,0,0,0,0,6592,1
4389,0,0,0,0,128,0,10379,1
3324,0,0,0,65,93,0,13808,1
5775,5,0,0,0,2,0,13956,1
5713,0,0,0,34,54,0,14138,1
4434,0,0,0,169,53,0,13162,1
5040,2,0,0,0,113,0,11709,1
5079,1,0,0,13,66,0,11753,1
4581,0,0,0,0,149,0,11846,1
4596,0,0,0,0,118,0,10980,1
5259,0,0,0,2,22,0,12370,1
3729,0,0,0,0,0,0,9097,1
3600,0,0,0,0,219,0,11521,1
2628,0,0,0,5,95,0,9072,1
3213,3,0,0,4,19,0,9161,1
5769,0,0,0,0,0,0,8146,1
4149,0,0,0,0,0,0,10267,1
2584,0,0,0,55,77,0,7884,1
3396,0,0,0,47,41,0,9978,1
5208,0,0,0,2,184,0,13702,1
2964,0,0,0,48,66,0,9385,1
5148,0,0,0,5,107,0,11559,1
3750,0,0,0,33,35,0,8726,1
14220,0,0,0,0,77,0,17867,1
3269,0,0,0,46,41,0,9344,1
4050,0,0,0,0,141,0,10813,1
4968,0,0,0,0,196,0,10065,1
6309,0,0,0,0,101,0,11174,1
4140,0,0,0,3,100,0,10362,1
3672,1,0,1,0,93,0,8423,1
4542,0,0,0,0,0,0,9682,1
4065,0,0,0,4,850,0,9815,1
4029,0,0,0,43,1101,0,10167,1
3829,0,0,0,14,451,0,13794,1
3211,0,0,0,53,282,0,11794,1
4238,0,0,0,8,116,0,11368,1
4158,0,0,0,2,255,0,14045,1
3673,0,0,0,18,105,0,12714,1
4476,0,0,0,0,457,0,14379,1
4228,52,0,0,0,231,0,14393,1
3606,0,0,0,0,457,0,9153,1
3672,0,0,0,20,226,0,11086,1
4116,0,0,0,28,519,0,11466,1
3408,0,0,0,16,78,0,11103,1
3885,0,0,0,38,129,0,12440,1
3976,11,0,0,11,40,0,12418,1
2888,0,1,0,45,38,4,6124,1
4726,9,0,0,0,474,0,11247,1
3438,0,0,0,0,121,0,9657,1
3323,0,0,0,20,37,0,12368,1
3481,12,0,0,4,489,4,12502,1
4134,0,0,0,2,402,2,11190,1
4125,3,0,0,11,193,0,13756,1
3199,0,0,0,60,943,0,10076,1
4610,1,0,0,30,105,0,12145,1
4553,0,5,0,62,54,1,13812,1
4029,1,0,0,6,226,0,13010,1
4452,3,1,0,0,22,1,13609,1
7653,5,0,0,3,53,0,16002,1
3699,0,0,0,1,337,0,9878,1
4515,0,0,0,30,59,0,15524,1
4017,1,0,0,0,130,0,11600,1
3925,1,0,0,47,83,0,12064,1
3355,0,0,0,136,84,0,10685,1
3789,4,0,0,0,106,0,9653,1
3956,7,0,0,0,615,0,7612,1
6669,0,0,0,0,98,0,11153,1
3772,0,0,0,75,26,0,11359,1
3325,0,0,0,91,185,0,11031,1
3966,7,0,0,146,315,0,10942,1
3533,0,0,0,30,118,0,12829,1
3427,0,0,0,6,630,0,12030,1
8013,0,0,0,0,153,0,15226,1
1017,0,0,0,0,0,0,1183,1
11565,0,0,0,0,0,0,11665,1
5400,8,0,0,0,376,0,15544,1
11889,0,0,0,0,124,0,15219,1
7011,0,0,0,0,222,0,15841,1
5091,10,0,0,1,210,0,12776,1
5097,0,0,0,0,149,0,9170,1
14373,0,0,0,0,102,0,19825,1
10383,0,0,0,0,134,0,14099,1
5190,0,0,0,0,149,0,10301,1
6099,0,0,0,0,75,0,12418,1
6543,0,0,0,0,0,0,6973,1
3015,0,0,0,0,36,0,5689,1
5241,5,0,0,0,4,0,11986,1
8598,0,0,0,0,179,0,16814,1
5718,0,0,0,0,55,0,8421,1
5532,0,0,0,0,128,0,10034,1
12747,0,0,0,0,112,0,16581,1
6753,0,0,0,0,0,0,10111,1
4707,0,0,0,1,217,0,8918,1
8973,0,0,0,0,159,0,17278,1
4410,0,0,0,0,153,0,9280,1
4317,0,0,0,0,198,0,10090,1
4323,0,0,0,0,0,0,8140,1
6441,0,0,0,0,0,0,10849,1
5211,0,0,0,0,133,0,10032,1
8007,0,0,0,0,0,0,9283,1
6942,0,0,0,0,0,0,8806,1
8523,0,0,0,0,117,0,14713,1
12510,0,0,0,0,0,0,12382,1
14895,0,0,0,0,0,0,18139,1
10596,0,0,0,0,196,0,14808,1
10770,0,0,0,0,108,0,8962,1
4571,7,0,0,0,141,1,7605,1
9150,0,0,0,0,238,0,12435,1
5040,0,0,0,0,93,0,4786,1
8334,0,0,0,0,105,0,15631,1
10482,0,0,0,0,173,0,14195,1
6129,0,0,0,0,115,0,7926,1
6165,0,0,0,0,144,0,12151,1
8313,0,0,0,0,99,0,10828,1
4497,0,0,0,0,191,0,14198,1
30085,0,0,0,0,0,0,26895,1
6152,0,0,0,28,143,0,18149,1
10350,0,0,0,0,101,0,13973,1
9945,0,0,0,0,130,0,17871,1
8049,2,0,0,0,166,0,18193,1
9738,0,0,0,0,0,2,13895,1
5697,0,0,0,6,163,3,11739,1
12168,0,0,0,0,169,0,16953,1
12324,0,0,0,2,40,0,15310,1
5394,0,0,0,0,227,0,12359,1
8139,0,0,0,0,251,0,12599,1
11553,0,0,0,0,20,0,14453,1
10164,0,0,0,0,104,0,19328,1
5820,0,0,0,0,193,0,11277,1
7368,0,0,0,0,189,0,16123,1
10332,0,0,0,0,71,1,13303,1
7998,0,0,0,0,114,0,9124,1
7986,0,0,0,0,153,0,20773,1
14088,0,0,0,0,136,0,14844,1
12636,0,0,0,0,97,0,24447,1
14698,0,0,0,3,1,0,16394,1
8424,1,0,0,2,163,0,12354,1
8958,0,0,0,0,213,0,12019,1
5513,9,0,0,0,184,0,11476,1
8103,0,0,0,0,0,0,9262,1
13041,0,0,0,0,98,0,16691,1
12465,0,0,0,0,174,0,22621,1
10404,0,0,0,0,219,0,11455,1
14568,0,0,0,0,110,0,18089,1
7230,0,0,0,2,0,10,11554,1
7494,0,0,0,0,171,0,11131,1
9246,0,0,0,0,186,0,16648,1
4195,5,0,0,7,194,3,10828,1
11313,0,0,0,0,118,0,19341,1
9318,0,0,0,2,120,0,16586,1
13406,0,0,0,6,279,0,17639,1
9117,0,0,0,0,150,0,17077,1
10275,0,0,0,0,81,0,8956,1
16152,0,0,0,0,168,0,19780,1
7452,0,0,0,0,190,0,14652,1
15063,0,0,0,0,166,0,16455,1
14820,5,0,0,0,222,0,27539,1
6195,0,0,0,0,142,0,14652,1
8454,0,0,0,0,191,0,16475,1
8907,0,0,0,0,139,0,13746,1
9365,1,0,0,1,85,2,13686,1
13230,0,0,0,0,37,0,13773,1
19476,0,0,0,0,149,0,28694,1
12588,0,1,0,1,46,0,22714,1
7033,12,0,0,0,110,0,16081,1
16758,0,0,0,0,224,0,17843,1
8376,0,0,0,0,153,0,11920,1
5584,0,0,0,0,0,2,11314,1
9795,0,0,0,0,149,0,13040,1
4470,0,0,0,0,167,0,7433,1
13185,0,0,0,0,102,0,11815,1
12696,0,0,0,0,107,0,11765,1
9468,0,0,0,0,0,0,13924,1
7193,0,1,0,0,4,4,9710,1
3729,0,0,0,0,45,0,9106,1
7322,3,0,0,3,24,0,15440,1
13907,0,0,0,0,137,0,15540,1
8853,0,0,0,0,127,0,10305,1
7371,14,0,0,0,461,0,14919,1
11223,0,0,0,0,126,0,14461,1
7953,0,0,0,0,117,0,7297,1
7773,0,0,0,1,204,0,21351,1
15339,0,0,0,0,110,0,14447,1
9561,0,0,0,0,73,0,18420,1
13761,0,0,0,0,282,0,17632,1
21585,0,0,0,0,112,0,22137,1
3480,25,0,0,4,114,1,7576,1
5246,3,0,0,10,136,0,12294,1
11235,0,0,0,0,55,0,10935,1
6378,0,0,0,2,157,0,13618,1
6780,0,0,0,0,272,0,13892,1
11064,0,0,0,0,182,0,14210,1
10161,0,0,0,0,166,0,18471,1
11538,0,0,0,0,5,0,13913,1
6975,0,0,0,0,130,0,11745,1
9666,0,0,0,0,104,0,16574,1
4602,0,0,0,0,226,0,8253,1
8892,0,0,0,0,171,0,15262,1
4131,0,0,0,0,95,0,5039,1
11025,0,0,0,0,219,0,13369,1
6354,0,0,0,0,262,0,13596,1
7467,0,0,0,0,259,0,15474,1
4767,0,0,0,2,5,0,8226,1
8616,0,0,0,0,148,0,14310,1
6216,28,0,0,0,85,0,16001,1
7416,0,0,0,0,48,0,10951,1
5824,6,0,0,1,153,0,11288,1
11907,0,0,0,0,233,0,20174,1
6825,0,0,0,0,295,0,11784,1
7206,0,0,0,0,141,0,13597,1
6298,6,0,0,0,159,0,13167,1
3387,0,0,0,0,0,0,7789,1
14697,0,0,0,0,126,0,15658,1
8883,0,0,0,0,186,0,15955,1
5856,3,0,0,0,244,0,14598,1
4080,0,0,0,0,452,1,10834,1
3828,0,0,0,0,84,0,10003,1
4088,62,0,1,0,62,0,11355,1
4138,5,0,0,15,225,0,10603,1
4708,0,0,0,36,358,0,14636,1
6031,1,0,0,9,183,0,13406,1
5754,0,0,0,0,0,0,12154,1
3798,0,0,0,84,107,0,11915,1
3852,11,0,0,1,352,0,10344,1
3700,0,0,0,6,41,0,9397,1
5057,1,0,0,38,121,0,13243,1
5896,1,0,0,27,171,0,15800,1
4414,0,0,0,30,280,0,12032,1
3696,19,0,0,0,65,0,12340,1
5409,1,0,0,45,75,0,12957,1
5576,23,0,0,43,1176,3,14060,1
4207,8,0,0,0,153,0,12208,1
3918,4,0,0,1,154,0,12247,1
5142,1,0,0,5,144,6,13189,1
3420,0,0,0,0,0,0,8380,1
3552,0,0,0,0,5,0,10703,1
6328,43,0,0,0,95,0,15774,1
6163,2,0,0,3,20,3,13937,1
3315,0,0,0,0,77,0,9152,1
6456,0,0,0,0,126,0,10654,1
3856,2,0,0,29,286,0,11203,1
2070,0,0,0,0,0,0,7339,1
6210,0,0,0,0,0,0,11698,1
4254,0,0,0,6,254,1,9409,1
2788,9,3,0,18,238,9,9470,1
4380,2,0,1,33,159,0,13009,1
4819,2,0,0,58,223,0,16802,1
7794,0,0,0,6,141,0,8461,1
4288,12,0,0,4,85,0,11341,1
3456,62,0,0,0,145,0,11632,1
4568,0,0,0,87,126,0,14459,1
4389,2,0,0,0,288,0,10325,1
4888,6,0,0,3,202,0,13301,1
3122,13,0,0,3,75,1,11772,1
4054,74,0,0,0,42,0,10054,1
4238,4,0,0,40,202,3,13547,1
3326,1,0,0,45,157,0,10749,1
5115,0,0,0,0,203,0,11438,1
4395,0,0,0,0,34,0,10947,1
5706,0,0,0,0,94,0,14772,1
3030,0,0,0,13,275,0,6604,1
5869,24,0,0,0,197,0,12397,1
6215,6,0,0,11,254,3,12397,1
4566,7,0,0,0,527,0,11920,1
2535,0,0,0,0,93,0,6127,1
6006,10,0,0,66,430,0,16688,1
9123,0,0,0,0,109,0,11088,1
4941,0,0,0,0,140,0,11810,1
8733,0,0,0,0,129,0,10696,1
3909,0,0,0,0,329,0,10658,1
3674,17,0,0,0,135,0,10089,1
3330,0,0,0,0,127,0,8388,1
4728,0,0,0,0,5,0,11015,1
7020,0,0,0,0,232,0,16428,1
6021,0,0,0,0,184,0,13353,1
7599,0,0,0,5,238,0,14488,1
5760,0,0,0,0,148,0,11340,1
6956,3,0,0,2,211,0,15620,1
2841,0,0,0,0,150,0,6709,1
2939,33,0,0,1,275,0,8780,1
6792,0,0,0,0,0,0,15865,1
3384,0,0,0,0,178,0,4974,1
4140,10,0,0,0,97,0,12245,1
5241,0,0,0,0,35,0,10844,1
10632,0,0,0,0,206,0,12842,1
6078,0,0,0,0,187,0,10245,1
4320,0,0,0,0,72,0,9091,1
5211,0,0,0,0,516,0,12865,1
7923,0,0,0,0,281,0,11480,1
7499,0,0,0,0,327,0,14750,1
4740,1,0,0,0,178,0,4673,1
6453,0,0,0,15,227,0,12209,1
5061,0,0,0,0,178,0,9495,1
4719,12,0,0,0,299,0,10538,1
7801,3,0,0,9,267,0,17022,1
4617,0,0,0,7,346,4,13096,1
6568,6,0,0,8,133,0,12969,1
5343,0,0,0,1,284,0,14944,1
6591,0,0,0,3,334,0,16146,1
7581,0,0,0,0,168,0,14155,1
12810,0,0,0,0,195,0,16891,1
6570,1,0,0,3,230,0,15997,1
4524,0,0,0,24,198,0,13324,1
5358,0,0,0,0,222,0,11176,1
4763,0,0,0,1,184,0,10056,1
4876,1,0,0,0,465,0,15230,1
4805,0,0,0,27,154,0,12379,1
5866,3,0,0,0,148,0,10385,1
4284,1,0,0,0,141,0,12846,1
5532,4,0,0,12,52,0,12572,1
4828,5,0,0,23,246,0,12170,1
5139,1,0,0,64,152,0,14808,1
4011,23,0,0,0,198,5,13035,1
7580,0,0,0,2,218,2,13142,1
5703,2,0,0,13,318,0,11617,1
3677,3,0,0,0,171,1,8356,1
5619,18,0,0,0,158,0,11894,1
5037,0,0,0,0,162,0,10894,1
5365,0,0,0,1,155,2,12022,1
8145,0,0,0,0,153,0,15376,1
4631,0,0,0,9,58,1,10533,1
3696,0,0,0,0,218,0,9311,1
3984,0,0,0,0,142,0,10506,1
3764,34,0,0,0,208,0,14454,1
4479,0,0,0,0,189,0,10318,1
3105,0,0,0,22,150,0,9333,1
3969,0,0,0,12,188,1,14245,1
3332,0,0,0,57,116,2,11869,1
5676,0,0,0,0,168,0,12136,1
4248,0,0,0,15,352,0,11895,1
4518,0,0,0,0,187,0,11625,1
4404,0,0,0,0,218,0,12650,1
5661,0,0,0,10,124,0,14777,1
5358,0,0,0,46,103,0,15083,1
4479,0,0,0,1,183,0,12237,1
5211,0,0,0,0,172,0,13614,1
4203,0,0,0,0,0,0,8986,1
4395,0,0,0,4,88,3,13190,1
4440,0,0,0,2,245,0,9591,1
2511,0,0,0,0,0,0,5761,1
4554,0,0,0,0,140,0,11354,1
4092,6,0,0,0,336,0,12076,1
3906,0,0,0,0,635,0,10754,1
5861,3,0,0,3,394,3,13048,1
10686,0,0,0,0,210,0,14116,1
6135,0,0,0,0,440,0,14885,1
3747,0,0,0,0,336,1,9132,1
4354,0,0,0,38,546,7,10395,1
4397,7,0,0,116,255,0,9503,1
4731,0,0,0,0,550,0,12372,1
4656,0,0,0,0,589,0,11265,1
4482,0,0,0,2,338,0,12042,1
5139,8,0,0,0,137,0,10836,1
4689,0,0,0,0,192,0,11983,1
3642,0,0,0,0,372,0,10246,1
7341,0,0,0,0,425,0,15434,1
5135,1,0,0,22,318,5,15871,1
6630,0,0,0,0,123,0,16039,1
3435,0,0,0,29,612,0,10202,1
4461,16,0,0,0,203,0,10687,1
4200,0,0,0,0,403,0,11517,1
4194,0,0,0,0,499,0,10647,1
3419,0,0,0,36,449,0,12216,1
4084,1,0,0,3,248,0,11394,1
6999,0,0,0,0,244,0,13782,1
3678,1,0,0,0,376,0,10043,1
5577,0,0,0,0,1350,0,14515,1
5508,0,0,0,37,184,0,17906,1
4668,0,0,0,1,612,0,10059,1
6990,0,0,0,0,560,0,13532,1
5475,0,0,0,3,556,3,9603,1
6338,0,0,0,3,526,0,13261,1
4068,0,0,0,0,0,0,10537,1
3640,0,0,0,12,390,0,10563,1
5958,38,0,0,0,273,0,18371,1
5554,3,0,0,0,165,0,14433,1
5301,0,0,0,0,344,0,11537,1
5426,0,0,0,28,102,1,12513,1
4337,0,0,0,69,145,0,15169,1
4471,26,0,0,0,20,0,12755,1
4263,0,0,0,0,472,0,10251,1
5025,0,0,0,0,241,0,8649,1
5418,27,0,0,0,87,0,13780,1
5844,0,0,0,0,488,0,11486,1
5827,0,0,0,16,191,1,9950,1
4536,0,0,0,8,373,0,13969,1
4596,0,0,0,3,193,1,10157,1
4221,0,0,0,0,483,0,11416,1
4545,0,0,0,8,358,0,11581,1
4813,0,0,0,4,372,2,14121,1
5505,0,0,0,1,396,2,10588,1
2085,9,0,0,9,286,0,5355,1
3969,0,0,0,0,415,0,10992,1
6483,0,0,0,0,0,0,12013,1
3995,0,0,0,30,470,0,9285,1
4317,0,0,0,0,442,0,10473,1
4790,1,0,0,29,236,0,15108,1
3327,0,0,0,15,321,0,9526,1
5188,0,0,0,21,572,0,13069,1
5004,0,0,0,1,501,0,12147,1
4656,10,0,0,2,141,0,11095,1
3432,0,0,0,0,622,0,9027,1
2796,0,0,0,0,350,0,8081,1
4167,0,0,0,3,841,1,10736,1
3720,1,0,0,75,184,0,15704,1
5043,0,0,0,83,388,0,14641,1
5073,0,0,0,0,411,0,12604,1
3573,0,0,0,0,467,0,8840,1
3615,0,0,0,0,387,0,10948,1
4659,0,0,0,0,617,0,13628,1
10989,0,0,0,0,125,0,13391,1
8940,0,0,0,0,1153,1,13298,1
4254,3,0,0,4,24,10,9803,1
7707,0,0,0,0,190,0,14679,1
4425,0,0,0,0,458,0,11237,1
4560,0,0,0,0,285,0,12427,1
5091,0,0,0,0,376,0,12213,1
5413,1,0,0,1,318,0,14857,1
5168,0,0,0,19,360,0,13738,1
4234,0,0,0,38,390,1,11829,1
5067,8,0,0,0,961,0,14119,1
9525,0,0,0,0,443,0,14645,1
4833,2,0,0,1,737,0,12515,1
6200,0,0,0,16,549,0,14587,1
3675,0,0,0,0,69,0,12766,1
3801,1,0,0,37,325,0,10114,1
4529,0,0,0,14,452,0,13093,1
5011,0,0,0,2,492,0,10543,1
12028,0,0,0,1,240,16,15595,1
6148,0,0,0,77,112,0,17298,1
5643,0,0,0,0,136,0,9597,1
3483,5,0,0,1,217,0,11589,1
5811,0,0,0,0,180,0,13639,1
3702,0,0,0,0,0,0,10468,1
3948,0,0,0,0,170,0,8744,1
5967,5,0,0,0,142,0,11941,1
6087,37,0,0,0,92,0,12199,1
5391,0,0,0,0,178,0,11667,1
5748,0,0,0,0,156,0,12556,1
